"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"78813","spm","","539056","19693","","MHNM-Pt19","holotype","right","femur","","1","table","","","n. gen. Berberosaurus n. sp. liassicus","species","109009","","Berberosaurus liassicus","species","109009","190.8","174.1","25431"
"78814","spm","","539056","19693","","MHNM-Pt20","holotype","left","fibula","","1","table","","","n. gen. Berberosaurus n. sp. liassicus","species","109009","","Berberosaurus liassicus","species","109009","190.8","174.1","25431"
