"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"68855","spm","","565104","18696","","AMNH 5404","","","humerus","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
"68856","spm","","565104","18696","","AMNH 5404","","","radius","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
"68857","spm","","565104","18696","","AMNH 5404","","","ulna","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
"68858","spm","","565104","18696","","AMNH 5404","","","femur","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
"68859","spm","","565104","18696","","AMNH 5404","","","tibia","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
"68860","spm","","565104","18696","","AMNH 5404","","","fibula","","1","","","width = maximum anteroposterior width in midshaft","Euoplocephalus tutus","species","63917","","Euoplocephalus tutus","species","52912","83.5","70.6","25056"
