"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80550","spm","N","","0","","IVPP 11559","holotype","","skull","","1","text","","","UNKNOWN","species","68241","obsolete variant of","Beipiaosaurus inexpectus","species","68241","","","14920"
"80551","spm","N","","0","","IVPP 11559","holotype","","femur","","1","text","","","UNKNOWN","species","68241","obsolete variant of","Beipiaosaurus inexpectus","species","68241","","","14920"
"80552","spm","N","","0","","IVPP 11559","holotype","","tibia","","1","text","","","UNKNOWN","species","68241","obsolete variant of","Beipiaosaurus inexpectus","species","68241","","","14920"
