"measurement_no","specimen_no","record_type","n_measured","position","measurement","average","min","max"
"256153","121589","mea","1","","width","14.0","",""
"256154","121589","mea","1","","inflation","19.0","",""
"256155","121589","mea","1","","diameter","56.0","",""
"256156","121589","mea","1","","height","21.0","",""
