"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80164","spm","","518001","19273","","OUM J.12144","holotype","","femur","","1","","","","Megalosaurus n. sp. parkeri","species","66981","recombined as","Metriacanthosaurus parkeri","species","66981","161.2","155.7","13771"
