"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"81964","spm","","504248","0","","M1322","holotype","left","scapula","","1","text","","","n. gen. Jiangshanosaurus n. sp. lixianensis","species","66075","","Jiangshanosaurus lixianensis","species","66075","113","100.5","13643"
"81965","spm","","504248","0","","M1322","holotype","left","coracoid","","1","text","","","n. gen. Jiangshanosaurus n. sp. lixianensis","species","66075","","Jiangshanosaurus lixianensis","species","66075","113","100.5","13643"
