"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"18782","spm","","829028","0","","UC OBA 1","holotype","","humerus","","1","table","","","n. gen. Afrovenator n. sp. abakensis","species","56399","","Afrovenator abakensis","species","56399","174.1","145","13778"
"18783","spm","","829028","0","","UC OBA 1","holotype","","femur","","1","table","","","n. gen. Afrovenator n. sp. abakensis","species","56399","","Afrovenator abakensis","species","56399","174.1","145","13778"
"18784","spm","","829028","0","","UC OBA 1","holotype","","tibia","","1","table","","","n. gen. Afrovenator n. sp. abakensis","species","56399","","Afrovenator abakensis","species","56399","174.1","145","13778"
"79441","spm","","829028","0","","UC UBA 1","holotype","","skull","","1","","","","n. gen. Afrovenator n. sp. abakensis","species","56399","","Afrovenator abakensis","species","56399","174.1","145","13778"
