"measurement_no","specimen_no","record_type","n_measured","position","measurement","average","min","max"
"158946","79381","mea","1","","width","16.4","",""
"158947","79381","mea","1","","length","180.0","",""
"158948","79381","mea","1","","circumference","53.0","",""
