"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"56379","spm","","513185","13232","","100/S1Y/76","","","scapula","","1","table","","","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56380","spm","","513185","13232","","101/S1Y/76","","","coracoid","","1","table","","","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56381","spm","","513185","13232","","102/S1Y/76","","","humerus","","1","table","","","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56382","spm","","513185","13232","","106/S1Y/76","","","radius","","1","table","","","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56383","spm","","513185","13232","","107/S1Y/76","","","ulna","","1","table","","midshaft width","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56384","spm","","513185","13232","","111/S1Y/76","","","femur","","1","table","","shaft width","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
"56385","spm","","513185","13232","","115/S1Y/76","","","tibia","","1","table","","","n. gen. Kotasaurus n. sp. yamanpalliensis","species","66498","","Kotasaurus yamanpalliensis","species","66498","199.3","182.7","13819"
