"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"18707","spm","","485997","0","","ROM 804","holotype","","humerus","","1","table","","minimum width (156) appears to be in error","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18708","spm","","485997","0","","ROM 804","holotype","","ulna","","1","table","","no minimum width and length stated as ""47"" (I assume the 1 was left out)","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18709","spm","","485997","0","","ROM 804","holotype","","radius","","1","table","","no minimum width and length placed in quotes","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18710","spm","","485997","0","","ROM 804","holotype","","femur","","1","table","","no minimum width","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18711","spm","","485997","0","","ROM 804","holotype","","tibia","","1","table","","no minimum width; said to be 300 mm by Horner and Weishampel 1988","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
"18712","spm","","485997","0","","ROM 804","holotype","","fibula","","1","table","","","Thescelosaurus n. sp. warreni","species","52895","recombined as","Parksosaurus warreni","species","52895","70.6","66","12623"
