"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"68877","spm","","499640","30814","","AMNH 3036","","","scapula","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68878","spm","","499640","30814","","AMNH 3036","","","coracoid","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68879","spm","","499640","30814","","AMNH 3036","","","humerus","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68880","spm","","499640","30814","","AMNH 3036","","","radius","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68881","spm","","499640","30814","","AMNH 3036","","","ulna","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68882","spm","","499640","30814","","AMNH 3036","","left","femur","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68883","spm","","499640","30814","","AMNH 3036","","right","femur","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
"68884","spm","","499640","30814","","AMNH 3036","","","fibula","","1","","","","Sauropelta edwardsi","species","52789","corrected to","Sauropelta edwardsorum","species","52789","113","100.5","25056"
