"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"78389","spm","","297300","0","","MPCA-PV-100","holotype","right","femur","","1","table","","","n. gen. Quilmesaurus n. sp. curriei","species","54539","nomen dubium","Quilmesaurus","genus","54538","83.5","66","7847"
"78390","spm","","297300","0","","MPCA-PV-100","holotype","right","tibia","","1","table","","length femur = 50% distal half part; widht = mid-shaft","n. gen. Quilmesaurus n. sp. curriei","species","54539","nomen dubium","Quilmesaurus","genus","54538","83.5","66","7847"
