"measurement_no","specimen_no","record_type","n_measured","position","measurement","average","min","max"
"157068","78423","mea","1","","width","33.7","",""
"157069","78423","mea","1","","length","238","",""
"157074","78423","mea","1","","diameter","16.7","",""
