"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"18729","spm","","534238","33694","","Amer. Mus. No. 5464","holotype","","femur","","1","table","","","Leptoceratops n. sp. cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"18730","spm","","534238","33694","","Amer. Mus. No. 5464","holotype","","tibia","","1","table","","","Leptoceratops n. sp. cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"18731","spm","","534238","33694","","Amer. Mus. No. 5464","holotype","","fibula","","1","table","","","Leptoceratops n. sp. cerorhynchus","species","52829","recombined as","Montanoceratops cerorhynchus","species","52829","70.6","66","14769"
"84430","spm","","534253","0","","MOR 542","","","skull","","1","table","","","Montanoceratops cerorhynchus","species","52830","","Montanoceratops cerorhynchus","species","52829","70.6","66","14743"
"84431","spm","","534253","0","","MOR 542","","","scapula","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52830","","Montanoceratops cerorhynchus","species","52829","70.6","66","14743"
"84432","spm","","534253","0","","MOR 542","","","tibia","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52830","","Montanoceratops cerorhynchus","species","52829","70.6","66","14743"
"84433","spm","","534253","0","","MOR 542","","","fibula","","1","table","","Width at mid-shaft,  transverse","Montanoceratops cerorhynchus","species","52830","","Montanoceratops cerorhynchus","species","52829","70.6","66","14743"
