"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"69125","spm","","149987","0","","GI (SPS) 100/1501","holotype","","skull","","1","","","","n. gen. Goyocephale n. sp. lattimorei","species","52838","","Goyocephale lattimorei","species","52838","86.3","66","4408"
"69126","spm","","149987","0","","GI (SPS) 100/1501","holotype","","coracoid","","1","","","","n. gen. Goyocephale n. sp. lattimorei","species","52838","","Goyocephale lattimorei","species","52838","86.3","66","4408"
"69127","spm","","149987","0","","GI (SPS) 100/1501","holotype","left","humerus","","1","","","","n. gen. Goyocephale n. sp. lattimorei","species","52838","","Goyocephale lattimorei","species","52838","86.3","66","4408"
"69128","spm","","149987","0","","GI (SPS) 100/1501","holotype","right","humerus","","1","","","","n. gen. Goyocephale n. sp. lattimorei","species","52838","","Goyocephale lattimorei","species","52838","86.3","66","4408"
