"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"88457","spm","","474146","0","","AENM 2/203","paratype","right","humerus","","1","text","","","n. gen. Kerberosaurus n. sp. manakini","species","64257","","Kerberosaurus manakini","species","64257","70.6","66","16832"
"88458","spm","","474146","0","","AENM 2/205","paratype","right","ulna","","1","text","","","n. gen. Kerberosaurus n. sp. manakini","species","64257","","Kerberosaurus manakini","species","64257","70.6","66","16832"
"88459","spm","","474146","0","","AENM 2/904","holotype","right","radius","","1","text","","","n. gen. Kerberosaurus n. sp. manakini","species","64257","","Kerberosaurus manakini","species","64257","70.6","66","16832"
