"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"80629","spm","","389121","0","","IGM 100/973","paratype","","skull","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80630","spm","","389121","0","","IGM 100/973","paratype","","femur","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80631","spm","","389121","0","","IGM 100/973","paratype","","tibia","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80632","spm","","389121","0","","IGM 100/1002","paratype","","scapula","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80633","spm","","389121","0","","IGM 100/1002","paratype","","humerus","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80634","spm","","389121","0","","IGM 100/1002","paratype","","femur","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
"80635","spm","","389121","0","","IGM 100/1002","paratype","","tibia","","1","","","","n. gen. Khaan n. sp. mckennai","species","57026","","Khaan mckennai","species","57026","83.6","72.1","9961"
