"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"56184","spm","","572945","24454","","MGUANPA-003","holotype","right","scapula","","1","text","","","n. gen. Angolatitan n. sp. adamastor","species","180384","","Angolatitan adamastor","species","180384","93.5","89.3","35572"
"56185","spm","","572945","24454","","MGUANPA-003","holotype","right","humerus","","1","text","","","n. gen. Angolatitan n. sp. adamastor","species","180384","","Angolatitan adamastor","species","180384","93.5","89.3","35572"
"56186","spm","","572945","24454","","MGUANPA-003","holotype","right","ulna","","1","text","","","n. gen. Angolatitan n. sp. adamastor","species","180384","","Angolatitan adamastor","species","180384","93.5","89.3","35572"
"56187","spm","","572945","24454","","MGUANPA-003","holotype","right","radius","","1","text","","","n. gen. Angolatitan n. sp. adamastor","species","180384","","Angolatitan adamastor","species","180384","93.5","89.3","35572"
