"specimen_no","record_type","flags","occurrence_no","reid_no","collection_no","specimen_id","is_type","specimen_side","specimen_part","specimen_sex","n_measured","measurement_source","magnification","comments","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","max_ma","min_ma","reference_no"
"18654","spm","","498881","0","","AMNH 3041","holotype","","femur","","1","table","","","n. gen. Microvenator n. sp. celer","species","65860","","Microvenator celer","species","65860","113","100.5","34423"
"18655","spm","","498881","0","","AMNH 3041","holotype","","tibia","","1","table","","","n. gen. Microvenator n. sp. celer","species","65860","","Microvenator celer","species","65860","113","100.5","34423"
"80619","spm","","498881","0","","AMNH 3041","holotype","","humerus","","1","table","","","n. gen. Microvenator n. sp. celer","species","65860","","Microvenator celer","species","65860","113","100.5","13525"
"80620","spm","","498881","0","","AMNH 3041","holotype","","ulna","","1","table","","","n. gen. Microvenator n. sp. celer","species","65860","","Microvenator celer","species","65860","113","100.5","13525"
